task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-CONTENT-L-01,content,low_coupling,single,kimi-k3,0,0.375,False,567,1606,2173,0,48.96,1,""
t-CONTENT-L-01,content,low_coupling,single,kimi-k3,1,0.5833,False,567,1585,2152,512,50.35,1,""
t-CONTENT-L-01,content,low_coupling,single,kimi-k3,2,0.0,False,567,5482,6049,512,182.51,1,""
t-CONTENT-L-01,content,low_coupling,team_blackboard,kimi-k3,0,0.5833,False,3721,4657,8378,256,120.72,3,""
t-CONTENT-L-01,content,low_coupling,team_blackboard,kimi-k3,1,0.5833,False,3173,4488,7661,256,124.06,3,""
t-CONTENT-L-01,content,low_coupling,team_blackboard,kimi-k3,2,0.375,False,3148,3709,6857,1024,100.14,3,""
t-CONTENT-L-01,content,low_coupling,team_concat,kimi-k3,0,0.7917,False,3152,4429,7581,512,116.67,3,""
t-CONTENT-L-01,content,low_coupling,team_concat,kimi-k3,1,0.7917,False,3489,3726,7215,256,103.85,3,""
t-CONTENT-L-01,content,low_coupling,team_concat,kimi-k3,2,0.7917,False,3689,3101,6790,256,87.37,3,""
t-CONTENT-L-01,content,low_coupling,team_integrator,kimi-k3,0,1.0,True,5686,4370,10056,256,130.56,4,""
t-CONTENT-L-01,content,low_coupling,team_integrator,kimi-k3,1,1.0,True,5574,5715,11289,512,182.08,4,""
t-CONTENT-L-01,content,low_coupling,team_integrator,kimi-k3,2,1.0,True,5880,8517,14397,1536,240.7,4,""
t-CONTENT-L-01,content,low_coupling,team_last,kimi-k3,0,0.5833,False,3500,5292,8792,1024,138.63,3,""
t-CONTENT-L-01,content,low_coupling,team_last,kimi-k3,1,0.5833,False,3149,3359,6508,256,87.97,3,""
t-CONTENT-L-01,content,low_coupling,team_last,kimi-k3,2,0.7917,False,3133,3908,7041,512,99.59,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,kimi-k3,0,0.375,False,3586,10213,13799,0,290.05,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,kimi-k3,1,0.375,False,3873,12288,16161,0,313.58,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,kimi-k3,2,0.375,False,3784,10645,14429,0,387.56,3,""
t-CONTENT-M-02,content,medium_coupling,single,kimi-k3,0,0.375,False,467,1645,2112,0,67.97,1,""
t-CONTENT-M-02,content,medium_coupling,single,kimi-k3,1,0.375,False,467,1877,2344,256,59.01,1,""
t-CONTENT-M-02,content,medium_coupling,single,kimi-k3,2,0.375,False,467,1629,2096,256,59.19,1,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,kimi-k3,0,0.375,False,2585,2418,5003,256,72.86,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,kimi-k3,1,0.375,False,2557,2486,5043,0,67.45,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,kimi-k3,2,0.375,False,2551,2830,5381,0,79.51,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,kimi-k3,0,0.375,False,2557,2514,5071,0,74.79,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,kimi-k3,1,0.375,False,2403,2339,4742,768,78.27,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,kimi-k3,2,0.375,False,2072,2864,4936,1024,89.08,3,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,kimi-k3,0,1.0,True,4594,6609,11203,0,188.09,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,kimi-k3,1,1.0,True,4603,4571,9174,768,124.28,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,kimi-k3,2,1.0,True,5024,8592,13616,512,236.91,4,""
t-CONTENT-M-02,content,medium_coupling,team_last,kimi-k3,0,0.375,False,2463,2385,4848,512,69.67,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,kimi-k3,1,0.375,False,2444,2761,5205,256,76.79,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,kimi-k3,2,0.375,False,2439,3209,5648,768,90.07,3,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,kimi-k3,0,0.4583,False,7227,12252,19479,0,330.42,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,kimi-k3,1,0.25,False,7263,15835,23098,0,447.49,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,kimi-k3,2,0.4583,False,6698,7039,13737,0,216.91,4,""
t-CROSS-H-03,cross_dept,high_coupling,single,kimi-k3,0,0.25,False,814,4534,5348,0,143.39,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,kimi-k3,1,0.25,False,814,5285,6099,768,146.96,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,kimi-k3,2,0.4583,False,814,3406,4220,768,92.8,1,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,kimi-k3,0,0.25,False,7160,7386,14546,512,193.49,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,kimi-k3,1,0.25,False,6527,6579,13106,1536,163.72,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,kimi-k3,2,0.25,False,6681,4825,11506,512,133.93,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,kimi-k3,0,0.375,False,7732,6588,14320,1024,190.77,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,kimi-k3,1,0.25,False,7143,5495,12638,1536,165.96,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,kimi-k3,2,0.25,False,6850,5635,12485,3328,158.7,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,kimi-k3,0,0.875,False,10934,9428,20362,512,249.19,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,kimi-k3,1,0.875,False,9421,11415,20836,1536,323.97,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,kimi-k3,2,0.875,False,9837,11146,20983,2048,308.17,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,kimi-k3,0,0.25,False,6820,5446,12266,1024,143.17,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,kimi-k3,1,0.25,False,5861,3573,9434,1024,98.75,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,kimi-k3,2,0.25,False,8506,6996,15502,1536,177.94,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,kimi-k3,0,0.375,False,3109,3487,6596,0,95.09,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,kimi-k3,1,0.375,False,3490,5332,8822,0,151.5,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,kimi-k3,2,1.0,True,3070,3754,6824,0,114.56,3,""
t-CROSS-L-01,cross_dept,low_coupling,single,kimi-k3,0,1.0,True,569,1254,1823,0,33.14,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,kimi-k3,1,1.0,True,569,1774,2343,512,48.7,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,kimi-k3,2,1.0,True,569,1876,2445,512,57.97,1,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,kimi-k3,0,0.7274,False,2192,1012,3204,0,27.05,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,kimi-k3,1,0.6728,False,2090,1004,3094,768,31.15,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,kimi-k3,2,0.7274,False,2371,1232,3603,256,33.38,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,kimi-k3,0,0.7274,False,2056,888,2944,0,24.44,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,kimi-k3,1,0.7274,False,2498,1234,3732,512,30.82,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,kimi-k3,2,0.7274,False,2167,958,3125,512,28.39,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,kimi-k3,0,0.375,False,3256,2297,5553,256,64.82,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,kimi-k3,1,1.0,True,3277,4008,7285,768,120.7,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,kimi-k3,2,1.0,True,3289,2891,6180,512,80.92,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,kimi-k3,0,0.3107,False,2103,821,2924,0,23.12,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,kimi-k3,1,0.3107,False,2095,836,2931,512,25.77,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,kimi-k3,2,0.1024,False,1881,1559,3440,768,43.3,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,kimi-k3,0,0.4479,False,3824,13135,16959,0,347.36,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,kimi-k3,1,0.4167,False,3902,6230,10132,0,170.85,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,kimi-k3,2,0.4167,False,4152,11367,15519,0,309.81,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single,kimi-k3,0,0.4792,False,585,2399,2984,0,71.82,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,kimi-k3,1,0.4167,False,585,2448,3033,512,76.38,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,kimi-k3,2,0.4167,False,585,2666,3251,512,101.07,1,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,kimi-k3,0,0.2083,False,3220,3332,6552,256,95.24,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,kimi-k3,1,0.2083,False,3217,3749,6966,512,102.62,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,kimi-k3,2,0.3958,False,3327,3155,6482,512,86.46,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,kimi-k3,0,0.4167,False,3008,2923,5931,256,79.15,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,kimi-k3,1,0.4167,False,3102,3063,6165,512,82.19,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,kimi-k3,2,0.2083,False,3219,3312,6531,768,81.19,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,kimi-k3,0,0.8125,False,5119,6469,11588,0,180.19,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,kimi-k3,1,0.625,False,5656,5069,10725,512,149.95,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,kimi-k3,2,0.8125,False,6236,6713,12949,512,175.46,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,kimi-k3,0,0.2083,False,3134,4954,8088,0,127.05,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,kimi-k3,1,0.2552,False,3191,3612,6803,512,94.14,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,kimi-k3,2,0.349,False,3100,2905,6005,512,82.01,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,kimi-k3,0,1.0,True,11897,2991,14888,0,84.41,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,kimi-k3,1,1.0,True,12111,3621,15732,0,102.13,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,kimi-k3,2,1.0,True,12254,6828,19082,0,188.32,3,""
t-DATA-H-03,data,high_coupling,single,kimi-k3,0,1.0,True,3600,1137,4737,0,41.01,1,""
t-DATA-H-03,data,high_coupling,single,kimi-k3,1,1.0,True,3600,770,4370,3584,22.99,1,""
t-DATA-H-03,data,high_coupling,single,kimi-k3,2,1.0,True,3600,821,4421,3584,22.85,1,""
t-DATA-H-03,data,high_coupling,team_blackboard,kimi-k3,0,1.0,True,11802,2308,14110,0,59.07,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,kimi-k3,1,1.0,True,11539,1807,13346,6912,49.5,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,kimi-k3,2,1.0,True,11560,1766,13326,9984,48.95,3,""
t-DATA-H-03,data,high_coupling,team_concat,kimi-k3,0,1.0,True,11495,1966,13461,6656,47.45,3,""
t-DATA-H-03,data,high_coupling,team_concat,kimi-k3,1,1.0,True,11601,1803,13404,6656,46.14,3,""
t-DATA-H-03,data,high_coupling,team_concat,kimi-k3,2,1.0,True,11714,3225,14939,3328,80.83,3,""
t-DATA-H-03,data,high_coupling,team_integrator,kimi-k3,0,1.0,True,12930,3758,16688,3584,95.27,4,""
t-DATA-H-03,data,high_coupling,team_integrator,kimi-k3,1,1.0,True,13260,2532,15792,3328,71.18,4,""
t-DATA-H-03,data,high_coupling,team_integrator,kimi-k3,2,1.0,True,12809,4319,17128,6656,112.66,4,""
t-DATA-H-03,data,high_coupling,team_last,kimi-k3,0,1.0,True,11384,1775,13159,6912,47.82,3,""
t-DATA-H-03,data,high_coupling,team_last,kimi-k3,1,1.0,True,11484,1707,13191,0,45.89,3,""
t-DATA-H-03,data,high_coupling,team_last,kimi-k3,2,1.0,True,11832,1871,13703,0,46.96,3,""
t-DATA-L-01,data,low_coupling,single_refine_k,kimi-k3,0,0.7917,False,5275,5156,10431,0,129.06,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,kimi-k3,1,0.7917,False,5290,5255,10545,0,133.16,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,kimi-k3,2,0.375,False,5662,4681,10343,0,128.71,2,""
t-DATA-L-01,data,low_coupling,single,kimi-k3,0,0.375,False,2489,1515,4004,0,44.55,1,""
t-DATA-L-01,data,low_coupling,single,kimi-k3,1,0.375,False,2489,1245,3734,2304,32.28,1,""
t-DATA-L-01,data,low_coupling,single,kimi-k3,2,0.375,False,2489,3551,6040,2304,95.94,1,""
t-DATA-L-01,data,low_coupling,team_blackboard,kimi-k3,0,0.0,False,5150,3021,8171,0,66.51,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,kimi-k3,1,0.0,False,5096,2923,8019,4608,64.49,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,kimi-k3,2,0.0,False,5040,1844,6884,0,44.53,2,""
t-DATA-L-01,data,low_coupling,team_concat,kimi-k3,0,0.4167,False,5031,1716,6747,0,36.03,2,""
t-DATA-L-01,data,low_coupling,team_concat,kimi-k3,1,0.0,False,5001,1569,6570,2304,34.81,2,""
t-DATA-L-01,data,low_coupling,team_concat,kimi-k3,2,0.0,False,5020,1827,6847,2304,38.22,2,""
t-DATA-L-01,data,low_coupling,team_integrator,kimi-k3,0,1.0,True,5768,2112,7880,0,52.08,3,""
t-DATA-L-01,data,low_coupling,team_integrator,kimi-k3,1,1.0,True,6046,5020,11066,2304,132.59,3,""
t-DATA-L-01,data,low_coupling,team_integrator,kimi-k3,2,1.0,True,5812,2806,8618,4608,66.56,3,""
t-DATA-L-01,data,low_coupling,team_last,kimi-k3,0,0.0,False,5072,2164,7236,0,48.59,2,""
t-DATA-L-01,data,low_coupling,team_last,kimi-k3,1,0.0,False,5054,2613,7667,2304,61.47,2,""
t-DATA-L-01,data,low_coupling,team_last,kimi-k3,2,0.0,False,5096,1915,7011,2304,44.0,2,""
t-DATA-M-02,data,medium_coupling,single_refine_k,kimi-k3,0,0.6071,False,4015,8207,12222,0,211.42,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,kimi-k3,1,0.6071,False,3989,7313,11302,0,206.27,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,kimi-k3,2,0.5759,False,3837,5247,9084,0,163.34,3,""
t-DATA-M-02,data,medium_coupling,single,kimi-k3,0,0.5134,False,657,1922,2579,0,66.71,1,""
t-DATA-M-02,data,medium_coupling,single,kimi-k3,1,0.6384,False,657,1944,2601,512,63.91,1,""
t-DATA-M-02,data,medium_coupling,single,kimi-k3,2,0.6071,False,657,2557,3214,512,79.75,1,""
t-DATA-M-02,data,medium_coupling,team_blackboard,kimi-k3,0,0.2292,False,4100,2945,7045,0,76.8,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,kimi-k3,1,0.3363,False,3271,2309,5580,768,64.08,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,kimi-k3,2,0.3363,False,3455,2705,6160,1792,75.0,3,""
t-DATA-M-02,data,medium_coupling,team_concat,kimi-k3,0,0.3363,False,3206,2352,5558,256,62.1,3,""
t-DATA-M-02,data,medium_coupling,team_concat,kimi-k3,1,0.3363,False,3136,3120,6256,512,83.44,3,""
t-DATA-M-02,data,medium_coupling,team_concat,kimi-k3,2,0.4821,False,3395,2368,5763,512,63.29,3,""
t-DATA-M-02,data,medium_coupling,team_integrator,kimi-k3,0,0.8051,False,4853,5275,10128,768,143.79,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,kimi-k3,1,0.8403,False,4935,6731,11666,512,176.35,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,kimi-k3,2,0.8363,False,5138,7212,12350,768,193.18,4,""
t-DATA-M-02,data,medium_coupling,team_last,kimi-k3,0,0.3125,False,4224,3486,7710,0,89.98,3,""
t-DATA-M-02,data,medium_coupling,team_last,kimi-k3,1,0.3363,False,3337,2381,5718,512,63.53,3,""
t-DATA-M-02,data,medium_coupling,team_last,kimi-k3,2,0.3676,False,3239,3364,6603,1024,89.38,3,""
t-DOC-H-03,document,high_coupling,single_refine_k,kimi-k3,0,0.375,False,8099,14495,22594,0,384.89,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,kimi-k3,1,0.375,False,7680,14245,21925,0,399.26,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,kimi-k3,2,0.375,False,7423,11725,19148,0,294.14,4,""
t-DOC-H-03,document,high_coupling,single,kimi-k3,0,0.375,False,738,3585,4323,0,105.12,1,""
t-DOC-H-03,document,high_coupling,single,kimi-k3,1,0.375,False,738,3516,4254,512,97.58,1,""
t-DOC-H-03,document,high_coupling,single,kimi-k3,2,0.375,False,738,3547,4285,512,113.71,1,""
t-DOC-H-03,document,high_coupling,team_blackboard,kimi-k3,0,0.375,False,7435,7463,14898,3328,208.05,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,kimi-k3,1,0.5,False,7694,6467,14161,512,176.9,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,kimi-k3,2,0.375,False,7633,6147,13780,2304,164.85,4,""
t-DOC-H-03,document,high_coupling,team_concat,kimi-k3,0,0.5,False,8082,7655,15737,3584,188.9,4,""
t-DOC-H-03,document,high_coupling,team_concat,kimi-k3,1,0.375,False,7013,5775,12788,2304,154.49,4,""
t-DOC-H-03,document,high_coupling,team_concat,kimi-k3,2,0.375,False,6964,5468,12432,1536,141.94,4,""
t-DOC-H-03,document,high_coupling,team_integrator,kimi-k3,0,0.875,False,13425,28712,42137,1280,737.31,5,""
t-DOC-H-03,document,high_coupling,team_integrator,kimi-k3,1,0.875,False,11424,12709,24133,512,323.21,5,""
t-DOC-H-03,document,high_coupling,team_integrator,kimi-k3,2,0.875,False,13764,17757,31521,1024,432.25,5,""
t-DOC-H-03,document,high_coupling,team_last,kimi-k3,0,0.375,False,7821,6831,14652,256,180.49,4,""
t-DOC-H-03,document,high_coupling,team_last,kimi-k3,1,0.375,False,7826,7346,15172,768,195.22,4,""
t-DOC-H-03,document,high_coupling,team_last,kimi-k3,2,0.25,False,8013,7088,15101,4608,188.46,4,""
t-DOC-L-01,document,low_coupling,single_refine_k,kimi-k3,0,0.8125,False,4482,4729,9211,0,133.37,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,kimi-k3,1,0.8125,False,4388,5352,9740,0,142.98,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,kimi-k3,2,0.8125,False,4098,3721,7819,0,105.4,3,""
t-DOC-L-01,document,low_coupling,single,kimi-k3,0,1.0,True,977,920,1897,0,23.28,1,""
t-DOC-L-01,document,low_coupling,single,kimi-k3,1,0.625,False,977,1377,2354,768,39.21,1,""
t-DOC-L-01,document,low_coupling,single,kimi-k3,2,0.8125,False,977,723,1700,768,22.64,1,""
t-DOC-L-01,document,low_coupling,team_blackboard,kimi-k3,0,0.6042,False,4948,2549,7497,1536,67.26,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,kimi-k3,1,0.6042,False,4771,4616,9387,1536,109.46,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,kimi-k3,2,0.6042,False,4940,3308,8248,768,79.48,3,""
t-DOC-L-01,document,low_coupling,team_concat,kimi-k3,0,0.8125,False,5438,2974,8412,768,74.7,3,""
t-DOC-L-01,document,low_coupling,team_concat,kimi-k3,1,0.8125,False,4853,2604,7457,1536,62.39,3,""
t-DOC-L-01,document,low_coupling,team_concat,kimi-k3,2,0.8125,False,5134,3422,8556,0,82.44,3,""
t-DOC-L-01,document,low_coupling,team_integrator,kimi-k3,0,0.7917,False,8936,8639,17575,2560,200.75,4,""
t-DOC-L-01,document,low_coupling,team_integrator,kimi-k3,1,0.8125,False,7476,4874,12350,768,115.08,4,""
t-DOC-L-01,document,low_coupling,team_integrator,kimi-k3,2,0.8125,False,7751,4930,12681,3072,120.73,4,""
t-DOC-L-01,document,low_coupling,team_last,kimi-k3,0,0.8125,False,5080,3195,8275,768,73.7,3,""
t-DOC-L-01,document,low_coupling,team_last,kimi-k3,1,0.8125,False,5376,3330,8706,1536,79.2,3,""
t-DOC-L-01,document,low_coupling,team_last,kimi-k3,2,0.8125,False,5198,4237,9435,1536,96.33,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,kimi-k3,0,0.5238,False,4531,17519,22050,0,496.57,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,kimi-k3,1,0.7292,False,5295,8869,14164,0,247.51,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,kimi-k3,2,0.7292,False,5259,11328,16587,0,325.47,3,""
t-DOC-M-02,document,medium_coupling,single,kimi-k3,0,0.5238,False,493,2017,2510,0,69.69,1,""
t-DOC-M-02,document,medium_coupling,single,kimi-k3,1,0.7292,False,493,3338,3831,256,107.64,1,""
t-DOC-M-02,document,medium_coupling,single,kimi-k3,2,0.7292,False,493,2382,2875,256,75.82,1,""
t-DOC-M-02,document,medium_coupling,team_blackboard,kimi-k3,0,0.2083,False,3699,3205,6904,512,98.82,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,kimi-k3,1,0.2083,False,3337,4171,7508,512,117.32,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,kimi-k3,2,0.2083,False,3779,6277,10056,1280,169.14,3,""
t-DOC-M-02,document,medium_coupling,team_concat,kimi-k3,0,0.4167,False,3517,3375,6892,0,88.93,3,""
t-DOC-M-02,document,medium_coupling,team_concat,kimi-k3,1,0.4167,False,3144,3625,6769,256,97.69,3,""
t-DOC-M-02,document,medium_coupling,team_concat,kimi-k3,2,0.4167,False,3702,4897,8599,256,135.35,3,""
t-DOC-M-02,document,medium_coupling,team_integrator,kimi-k3,0,1.0,True,7277,10950,18227,0,244.64,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,kimi-k3,1,1.0,True,5840,7974,13814,1024,194.77,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,kimi-k3,2,1.0,True,6696,12052,18748,256,281.35,4,""
t-DOC-M-02,document,medium_coupling,team_last,kimi-k3,0,0.2083,False,3509,4546,8055,0,126.7,3,""
t-DOC-M-02,document,medium_coupling,team_last,kimi-k3,1,0.2083,False,3762,3234,6996,512,93.49,3,""
t-DOC-M-02,document,medium_coupling,team_last,kimi-k3,2,0.2083,False,3152,5188,8340,1280,140.07,3,""
t-PROJ-H-03,project,high_coupling,single_refine_k,kimi-k3,0,0.5833,False,10718,22491,33209,0,613.72,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,kimi-k3,1,0.5833,False,10273,18657,28930,0,447.67,4,""
t-PROJ-H-03,project,high_coupling,single_refine_k,kimi-k3,2,0.5833,False,10023,23366,33389,0,519.68,4,""
t-PROJ-H-03,project,high_coupling,single,kimi-k3,0,0.5833,False,1181,4500,5681,0,108.4,1,""
t-PROJ-H-03,project,high_coupling,single,kimi-k3,1,0.5833,False,1181,6754,7935,1024,173.76,1,""
t-PROJ-H-03,project,high_coupling,single,kimi-k3,2,0.5833,False,1181,3909,5090,1024,93.38,1,""
t-PROJ-H-03,project,high_coupling,team_blackboard,kimi-k3,0,0.5833,False,10398,6696,17094,768,162.6,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,kimi-k3,1,0.5833,False,9113,5909,15022,1792,151.02,4,""
t-PROJ-H-03,project,high_coupling,team_blackboard,kimi-k3,2,0.5833,False,8959,8732,17691,3328,223.65,4,""
t-PROJ-H-03,project,high_coupling,team_concat,kimi-k3,0,0.375,False,9037,5070,14107,1536,122.77,4,""
t-PROJ-H-03,project,high_coupling,team_concat,kimi-k3,1,0.5833,False,10079,8726,18805,1024,201.93,4,""
t-PROJ-H-03,project,high_coupling,team_concat,kimi-k3,2,0.5833,False,9390,8434,17824,2560,206.66,4,""
t-PROJ-H-03,project,high_coupling,team_integrator,kimi-k3,0,1.0,True,13138,14259,27397,0,312.91,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,kimi-k3,1,1.0,True,12570,12134,24704,2560,282.91,5,""
t-PROJ-H-03,project,high_coupling,team_integrator,kimi-k3,2,1.0,True,14603,11914,26517,2816,268.34,5,""
